"date","year","month","yday","trip_id","hull_num","area","effort_dur","sum_gt_catch","cpue_hr","mesh_size","mesh_bin","depth","start_lat","start_lon","bottomt","bottomt_avg","min_temp_c","mean_temp_c","max_temp_c","temp_variance","temp_deviation","mean_dpth_m","tri","sed"
2018-02-16,2018,2,47,"000201802P50006","599943","616",1.3,0,0,4.8425223,"SM",80,39.153333,-72.633333,12.6537980362773,9.49501023441553,NA,NA,NA,NA,NA,NA,4.61252069473267,63
2018-02-16,2018,2,47,"000201802P50006","599943","616",2.7,0,0,4.8425223,"SM",83,39.145,-72.665,12.6537980362773,9.49501023441553,NA,NA,NA,NA,NA,NA,4.68203210830688,62
2018-02-16,2018,2,47,"000201802P50006","599943","616",2.9,0,0,4.8425223,"SM",81,39.261667,-72.47,11.9308755844831,11.4386730641127,NA,NA,NA,NA,NA,NA,2.8256299495697,61
2018-02-16,2018,2,47,"000201802P50006","599943","616",1.7,0,0,4.8425223,"SM",77,39.203333,-72.57,9.21790216863155,9.58949553966522,NA,NA,NA,NA,NA,NA,3.56806564331055,61
2018-02-16,2018,2,47,"000201802P50006","599943","616",3.6,3.27,0.908333333333333,4.8425223,"SM",79,39.151667,-72.653333,12.6428113728762,9.42152166366577,NA,NA,NA,NA,NA,NA,4.61654996871948,62
2018-02-16,2018,2,47,"000201802P50006","599943","616",1.4,28.231,20.165,4.8425223,"SM",69,39.541667,-72.343333,12.1066621989012,11.2130802422762,NA,NA,NA,NA,NA,NA,3.96319651603699,62
2018-02-19,2018,2,49,"000201802P71007","RI5445U","537",1.4,1.09,0.778571428571429,5.0000027,"SM",53,40.318333,-71.025,12.2634052634239,12.4186834394932,NA,NA,NA,NA,NA,NA,1.08591747283936,45
2018-02-19,2018,2,49,"000201802P71007","RI5445U","537",1.8,1.09,0.605555555555556,5.0000027,"SM",54,40.325,-70.935,12.1528061851859,12.3481246456504,NA,NA,NA,NA,NA,NA,1.33361828327179,52
2018-02-08,2018,2,38,"000201802P74006","640243","616",4.1,39.24,9.57073170731707,5.0393728,"SM",70,39.361667,-72.496667,12.9863277152181,12.9213843271136,NA,NA,NA,NA,NA,NA,1.0436247587204,30
2018-02-08,2018,2,38,"000201802P74006","640243","616",3.3,39.24,11.8909090909091,5.0393728,"SM",68,39.493333,-72.408333,12.5175634101033,12.048554956913,NA,NA,NA,NA,NA,NA,3.35369729995728,61
2018-02-08,2018,2,38,"000201802P74006","640243","616",3.3,39.24,11.8909090909091,5.0393728,"SM",70,39.5,-72.416667,12.5175634101033,12.048554956913,NA,NA,NA,NA,NA,NA,3.23122024536133,61
2018-02-08,2018,2,38,"000201802P74006","640243","616",2.8,39.24,14.0142857142857,5.0393728,"SM",75,39.333333,-72.443333,12.9533677250147,12.4836268275976,NA,NA,NA,NA,NA,NA,0.849051535129547,46
2018-02-08,2018,2,38,"000201802P74006","640243","616",2.7,39.24,14.5333333333333,5.0393728,"SM",74,39.396667,-72.395,12.924069955945,12.7985778450966,NA,NA,NA,NA,NA,NA,1.15585958957672,51
2018-02-08,2018,2,38,"000201802P74006","640243","616",2.4,39.24,16.35,5.0393728,"SM",78,39.5,-72.415,12.5175634101033,12.048554956913,NA,NA,NA,NA,NA,NA,3.4735095500946,61
2018-02-08,2018,2,38,"000201802P74006","640243","616",2.9,39.24,13.5310344827586,5.0393728,"SM",76,39.403333,-72.385,12.924069955945,12.7985778450966,NA,NA,NA,NA,NA,NA,1.145543217659,34
2018-02-08,2018,2,38,"000201802P74006","640243","616",3.8,39.24,10.3263157894737,5.0393728,"SM",86,39.501667,-72.401667,12.4692220911384,12.048554956913,NA,NA,NA,NA,NA,NA,4.12448072433472,29
2018-02-08,2018,2,38,"000201802P74006","640243","616",3.5,39.24,11.2114285714286,5.0393728,"SM",73,39.495,-72.391667,12.4692220911384,12.2270272001624,NA,NA,NA,NA,NA,NA,3.86335253715515,67
2018-02-08,2018,2,38,"000201802P74006","640243","616",1.5,0,0,5.511814,"SM",61,39.671667,-72.453333,12.5424665138125,11.4188970699906,NA,NA,NA,NA,NA,NA,2.63413214683533,26
2018-02-08,2018,2,38,"000201802P74006","640243","616",1.9,0,0,5.511814,"SM",61,39.643333,-72.47,10.9647816494107,11.4638203158975,NA,NA,NA,NA,NA,NA,2.59471249580383,41
2018-02-06,2018,2,36,"000201802P77006","619814","537",1.6,0.763,0.476875,4.8031522,"SM",49,40.081667,-71.58,12.9716788306832,12.9677724614739,NA,NA,NA,NA,NA,NA,0.30083504319191,28
2018-02-06,2018,2,36,"000201802P77006","619814","537",0.7,0.763,1.09,4.8031522,"SM",52,40.04,-71.473333,13.1811578795314,13.1176793798804,NA,NA,NA,NA,NA,NA,0.225072145462036,51
2018-02-06,2018,2,36,"000201802P77006","619814","537",0.8,0.763,0.95375,4.8031522,"SM",51,40.026667,-71.518333,13.1811578795314,13.0690939128399,NA,NA,NA,NA,NA,NA,1.42748618125916,51
2018-02-19,2018,2,49,"000201802P77007","620064","537",1.5,27.25,18.1666666666667,5.5905542,"SM",57,40.315,-70.896667,12.1528061851859,12.284890294075,NA,NA,NA,NA,NA,NA,1.60071563720703,31
2018-02-19,2018,2,49,"000201802P77007","620064","537",1.6,9.592,5.995,5.5905542,"SM",60,40.306667,-70.806667,12.0737022086978,12.2009033560753,NA,NA,NA,NA,NA,NA,1.65358352661133,21
2018-02-19,2018,2,49,"000201802P77007","620064","537",1.1,11.445,10.4045454545455,5.5905542,"SM",66,40.246667,-70.948333,12.6281624883413,12.6760155111551,NA,NA,NA,NA,NA,NA,0.919819235801697,21
2018-02-19,2018,2,49,"000201802P77007","620064","537",1,0,0,5.5905542,"SM",75,40.141667,-71.195,13.0441908091307,12.7231360897422,NA,NA,NA,NA,NA,NA,2.09160923957825,21
2018-02-09,2018,2,40,"000201802P83004","648424","616",2.5,0,0,5.2362233,"SM",58,39.626667,-72.383333,12.5424665138125,12.4157536625862,NA,NA,NA,NA,NA,NA,2.64178514480591,61
2018-02-09,2018,2,40,"000201802P83004","648424","616",2.4,18.53,7.72083333333333,5.2362233,"SM",70,39.405,-72.42,12.861812196672,12.7141026109457,NA,NA,NA,NA,NA,NA,1.01836383342743,44
2018-02-09,2018,2,40,"000201802P83004","648424","616",2.1,19.62,9.34285714285714,5.2362233,"SM",66,39.55,-72.355,12.4897305294871,12.0160832628608,NA,NA,NA,NA,NA,NA,3.9466507434845,62
2018-02-09,2018,2,40,"000201802P83004","648424","616",2.3,0,0,5.2362233,"SM",58,39.538333,-72.366667,10.9135105535388,11.9237952902913,NA,NA,NA,NA,NA,NA,4.20513772964478,25
2018-02-09,2018,2,40,"000201802P83004","648424","616",2.5,0,0,5.2362233,"SM",71,39.541667,-72.336667,12.4911954179406,11.7958616986871,NA,NA,NA,NA,NA,NA,3.9202938079834,62
2018-02-14,2018,2,44,"000201802P94010","659866","537",1.5,0,0,4.9606326,"SM",47,40.255,-71.376667,11.344187758863,11.3500473126769,NA,NA,NA,NA,NA,NA,0.596855878829956,25
2018-02-19,2018,2,50,"000201802P99007","631743","616",2.3,0,0,5.118113,"SM",47,39.353333,-72.755,10.9017914459109,10.3722342699766,NA,NA,NA,NA,NA,NA,1.17452967166901,49
2018-02-08,2018,2,39,"000201802Q04004","680986","616",0.6,3.27,5.45,5.3149635,"SM",58,39.646667,-72.381667,12.705801576376,12.4684896469116,NA,NA,NA,NA,NA,NA,0.917381286621094,64
2018-02-08,2018,2,39,"000201802Q04004","680986","616",1.8,4.36,2.42222222222222,5.3149635,"SM",58,39.611667,-72.385,12.0861537605524,12.4631183892488,NA,NA,NA,NA,NA,NA,3.12541818618774,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.3,4.36,1.89565217391304,5.3149635,"SM",70,39.54,-72.326667,11.0907620564103,10.976256608963,NA,NA,NA,NA,NA,NA,3.83849549293518,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.5,3.27,1.308,5.3149635,"SM",57,39.633333,-72.383333,12.705801576376,12.4684896469116,NA,NA,NA,NA,NA,NA,2.34349322319031,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.5,2.18,0.872,5.3149635,"SM",78,39.538333,-72.316667,11.0907620564103,10.976256608963,NA,NA,NA,NA,NA,NA,3.80445575714111,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.7,2.18,0.807407407407407,5.3149635,"SM",67,39.64,-72.383333,12.705801576376,12.4684896469116,NA,NA,NA,NA,NA,NA,1.67815279960632,63
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.4,0,0,5.3149635,"SM",70,39.541667,-72.316667,12.5973998308182,12.2187261655927,NA,NA,NA,NA,NA,NA,3.80445575714111,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",3.2,18.53,5.790625,5.3149635,"SM",79,39.355,-72.378333,12.9489730596542,12.483382679522,NA,NA,NA,NA,NA,NA,1.33065152168274,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.5,2.18,0.872,5.3149635,"SM",77,39.548333,-72.335,12.4897305294871,12.0160832628608,NA,NA,NA,NA,NA,NA,3.69485783576965,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",3.5,11.99,3.42571428571429,5.3149635,"SM",60,39.655,-72.378333,12.5424665138125,12.4157536625862,NA,NA,NA,NA,NA,NA,0.671189844608307,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",3.1,7.63,2.46129032258065,5.3149635,"SM",75,39.531667,-72.268333,9.35633412748575,11.1610767021775,NA,NA,NA,NA,NA,NA,4.24491596221924,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",3.2,2.18,0.68125,5.3149635,"SM",57,39.631667,-72.381667,12.4567705392838,12.3603320494294,NA,NA,NA,NA,NA,NA,2.20313787460327,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",3.4,0,0,5.3149635,"SM",84,39.526667,-72.265,9.27796259522438,11.0785546526313,NA,NA,NA,NA,NA,NA,4.31557035446167,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",3.1,0,0,5.3149635,"SM",57,39.63,-72.383333,12.4567705392838,12.3603320494294,NA,NA,NA,NA,NA,NA,2.34349322319031,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",4.9,11.99,2.4469387755102,5.3149635,"SM",85,39.455,-72.308333,12.4970549717546,10.9335306957364,NA,NA,NA,NA,NA,NA,4.26390075683594,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",NA,0,NA,5.3149635,"SM",83,39.455,-72.31,12.4970549717546,10.9335306957364,NA,NA,NA,NA,NA,NA,4.26390075683594,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",4.3,6.54,1.52093023255814,5.3149635,"SM",70,39.541667,-72.3,12.4911954179406,12.0934782028198,NA,NA,NA,NA,NA,NA,3.86478590965271,61
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.5,0,0,5.3149635,"SM",68,39.611667,-72.386667,11.9828791245818,12.363505974412,NA,NA,NA,NA,NA,NA,3.12541818618774,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.7,3.27,1.21111111111111,5.3149635,"SM",82,39.528333,-72.295,10.9135105535388,10.8541825711727,NA,NA,NA,NA,NA,NA,4.54350566864014,62
2018-02-08,2018,2,39,"000201802Q04004","680986","616",2.3,0,0,5.3149635,"SM",57,39.615,-72.385,11.9828791245818,12.363505974412,NA,NA,NA,NA,NA,NA,3.09133815765381,62
2018-02-19,2018,2,49,"000201802Q04005","659866","537",1.7,0,0,5.2362233,"SM",48,40.223333,-71.508333,10.6644795164466,10.5572985112667,NA,NA,NA,NA,NA,NA,0.712638020515442,22
2018-02-19,2018,2,49,"000201802Q04005","659866","537",1.9,0,0,5.2362233,"SM",47,40.255,-71.401667,10.7179479449987,10.9247413650155,NA,NA,NA,NA,NA,NA,0.539833903312683,31
2018-01-26,2018,1,26,"000201802Q06006","680986","616",3.5,49.922,14.2634285714286,4.9212625,"SM",69,39.365,-72.541667,12.8933072984219,12.672597438097,NA,NA,NA,NA,NA,NA,1.71620774269104,21
2018-01-26,2018,1,26,"000201802Q06006","680986","616",1.9,5.45,2.86842105263158,4.9212625,"SM",57,39.63,-72.385,12.9321268424392,12.8537553101778,NA,NA,NA,NA,NA,NA,2.34349322319031,64
2018-01-26,2018,1,26,"000201802Q06006","680986","616",3.5,0,0,4.9212625,"SM",59,39.546667,-72.348333,13.0434583649039,12.4443189874291,NA,NA,NA,NA,NA,NA,3.85910677909851,61
2018-01-26,2018,1,26,"000201802Q06006","680986","616",4.5,15.26,3.39111111111111,4.9212625,"SM",68,39.521667,-72.443333,12.4970549717546,12.5131687447429,NA,NA,NA,NA,NA,NA,3.18685007095337,62
2018-01-26,2018,1,26,"000201802Q06006","680986","616",2.1,21.8,10.3809523809524,4.9212625,"SM",65,39.436667,-72.413333,13.0324717015028,12.763420522213,NA,NA,NA,NA,NA,NA,1.03139078617096,58
2018-01-26,2018,1,26,"000201802Q06006","680986","616",3.6,19.62,5.45,4.9212625,"SM",59,39.515,-72.455,12.4970549717546,12.5131687447429,NA,NA,NA,NA,NA,NA,2.25454568862915,61
2018-01-26,2018,1,26,"000201802Q06006","680986","616",1.4,0,0,4.9212625,"SM",68,39.418333,-72.453333,12.8244575411081,12.5541856214404,NA,NA,NA,NA,NA,NA,0.862441778182983,31
2018-01-26,2018,1,26,"000201802Q06006","680986","616",3.3,13.08,3.96363636363636,4.9212625,"SM",66,39.463333,-72.415,12.3124790266156,12.3327433168888,NA,NA,NA,NA,NA,NA,2.17373991012573,61
2018-01-26,2018,1,26,"000201802Q06006","680986","616",1.9,23.98,12.6210526315789,4.9212625,"SM",66,39.511667,-72.438333,12.1857661753893,11.9904477149248,NA,NA,NA,NA,NA,NA,3.01121807098389,62
2018-01-26,2018,1,26,"000201802Q06006","680986","616",2.2,0,0,4.9212625,"SM",69,39.42,-72.428333,12.6391491517425,12.5815302059054,NA,NA,NA,NA,NA,NA,0.550474405288696,35
2018-01-26,2018,1,26,"000201802Q06006","680986","616",2.3,21.8,9.47826086956522,4.9212625,"SM",59,39.523333,-72.453333,12.1857661753893,11.9904477149248,NA,NA,NA,NA,NA,NA,2.96365928649902,61
2018-01-26,2018,1,26,"000201802Q06006","680986","616",2.3,0,0,4.9212625,"SM",74,39.441667,-72.338333,12.768059335649,12.3237098380923,NA,NA,NA,NA,NA,NA,2.89205551147461,61
2018-01-26,2018,1,26,"000201802Q06006","680986","616",4.9,7.63,1.55714285714286,4.9212625,"SM",74,39.441667,-72.325,12.7841731086373,11.268501855433,NA,NA,NA,NA,NA,NA,3.63289165496826,61
2018-02-09,2018,2,39,"000201802Q11005","RI4367FT","537",1.2,1.417,1.18083333333333,5.1968532,"SM",52,40.343333,-70.91,12.3036896958947,12.3281045034528,NA,NA,NA,NA,NA,NA,1.34162390232086,51
2018-02-09,2018,2,39,"000201802Q11005","RI4367FT","537",0.8,2.616,3.27,5.1968532,"SM",51,40.311667,-71.103333,12.3791314512491,12.4162419587374,NA,NA,NA,NA,NA,NA,0.984416723251343,31
2018-02-13,2018,2,43,"000201802Q11006","619934","616",2.2,0,0,5.118113,"SM",46,39.936667,-72.166667,10.5070040076971,10.0775475427508,NA,NA,NA,NA,NA,NA,0.262622773647308,39
2018-02-15,2018,2,45,"000201802Q11007","619934","537",1.3,2.943,2.26384615384615,5.118113,"SM",48,40.21,-71.376667,11.210882909596,11.454786837101,NA,NA,NA,NA,NA,NA,0.105488769710064,30
2018-02-19,2018,2,50,"000201802Q11008","622003","537",2.5,0,0,5.118113,"SM",48,40.256667,-71.36,11.4188970699906,10.8358714655042,NA,NA,NA,NA,NA,NA,0.543591618537903,32
2018-02-19,2018,2,50,"000201802Q11008","622003","537",3,0,0,5.118113,"SM",47,40.223333,-71.498333,10.5648671016097,10.5499740689993,NA,NA,NA,NA,NA,NA,0.81543904542923,30
2018-02-19,2018,2,50,"000201802Q11008","622003","537",2.6,0,0,5.118113,"SM",48,40.223333,-71.508333,10.5648671016097,10.4659871309996,NA,NA,NA,NA,NA,NA,0.712638020515442,22
2018-02-19,2018,2,49,"000201802Q18005","910263","616",3.3,0,0,5.0787429,"SM",82,38.916667,-72.875,6.85943175852299,9.45423750579357,NA,NA,NA,NA,NA,NA,4.51921653747559,66
2018-02-19,2018,2,49,"000201802Q18005","910263","623",2.7,0,0,5.0787429,"SM",64,38.821667,-73.018333,10.8204901367426,9.66811122000217,NA,NA,NA,NA,NA,NA,4.62143611907959,61
2018-02-17,2018,2,48,"000201802Q19007","920388","622",2.3,0,0,4.7637821,"SM",68,38.778333,-73.061667,11.1640064790845,9.88027589768171,NA,NA,NA,NA,NA,NA,3.58528423309326,63
2018-02-17,2018,2,48,"000201802Q19007","920388","622",2.3,0,0,4.7637821,"SM",76,38.65,-73.285,12.4325998798013,11.6862392127514,NA,NA,NA,NA,NA,NA,2.28730154037476,61
2018-02-17,2018,2,48,"000201802Q19007","920388","623",2.8,0,0,4.7637821,"SM",82,38.545,-73.29,11.1471602618694,9.86196479201317,NA,NA,NA,NA,NA,NA,1.68222332000732,61
2018-02-17,2018,2,48,"000201802Q19007","920388","622",2.8,0,0,4.7637821,"SM",75,38.498333,-73.321667,10.6388439685106,9.75527208298445,NA,NA,NA,NA,NA,NA,2.82209968566895,62
2018-02-03,2018,2,34,"000201802Q24005","561989","622",3.8,0,0,4.9606326,"SM",89,38.146667,-73.74,12.0517288818955,8.97912535071373,NA,NA,NA,NA,NA,NA,4.35835123062134,63
2018-02-09,2018,2,40,"000201802Q39006","687824","616",2.2,0,0,5.3149635,"SM",40,39.643333,-72.676667,9.19519639760256,9.56019777059555,NA,NA,NA,NA,NA,NA,0.356347262859344,20
2018-02-18,2018,2,49,"000201802Q39007","666872","616",1.9,0,0,5.3149635,"SM",41,39.718333,-72.59,9.33655813336372,9.4815820902586,NA,NA,NA,NA,NA,NA,1.07728111743927,21
2018-02-21,2018,2,52,"000201803M26005","1102517","626",0.7,0,0,3.7007894,"SM",81,37.745,-74.2,10.4132511466742,9.60316783189774,NA,NA,NA,NA,NA,NA,4.82856178283691,62
2018-02-21,2018,2,52,"000201803M26005","1102517","627",2.1,0,0,3.7007894,"SM",80,37.886667,-74.086667,12.2392346039414,10.961119428277,NA,NA,NA,NA,NA,NA,4.77726745605469,62
2018-02-21,2018,2,52,"000201803M26005","1102517","622",2.4,1.744,0.726666666666667,5.3149635,"SM",76,38.045,-73.901667,11.6371654495597,10.0475173294544,NA,NA,NA,NA,NA,NA,4.17369365692139,61
2018-02-21,2018,2,52,"000201803M26005","1102517","615",2.2,0,0,5.3149635,"SM",70,39.088333,-73.866667,6.91729485243559,6.86162909120321,NA,NA,NA,NA,NA,NA,0.0935332551598549,23
2018-02-21,2018,2,52,"000201803M26005","1102517","622",3.2,0,0,5.3149635,"SM",71,38.078333,-73.891667,11.6371654495597,10.0475173294544,NA,NA,NA,NA,NA,NA,3.38897371292114,61
2018-02-21,2018,2,52,"000201803M26005","1102517","622",2,0,0,5.3149635,"SM",70,38.09,-73.886667,11.6371654495597,10.4579302445054,NA,NA,NA,NA,NA,NA,3.25563859939575,61
2018-02-21,2018,2,52,"000201803M26005","1102517","622",2.2,0,0,5.3149635,"SM",76,38.091667,-73.876667,11.7484969720244,10.5636463612318,NA,NA,NA,NA,NA,NA,3.16801524162292,62
2018-02-21,2018,2,52,"000201803M26005","1102517","622",1.9,0,0,5.3149635,"SM",80,38.131667,-73.791667,11.698690764606,9.64491715282202,NA,NA,NA,NA,NA,NA,4.53976917266846,61
2018-02-21,2018,2,52,"000201803M26005","1102517","622",3.4,0,0,5.3149635,"SM",75,38.213333,-73.696667,10.9076509997249,10.5834223553538,NA,NA,NA,NA,NA,NA,4.34814167022705,62
2018-02-21,2018,2,52,"000201803M26005","1102517","622",1.8,0,0,5.5905542,"SM",50,38.62,-73.335,12.3945127800107,11.5299844443798,NA,NA,NA,NA,NA,NA,4.19961786270142,51
2018-02-22,2018,2,53,"000201803P83005","1183113","622",2.3,0,0,5.2362233,"SM",78,38.135,-73.793333,11.60786768049,10.6295663416386,NA,NA,NA,NA,NA,NA,4.37066078186035,61
2018-02-22,2018,2,53,"000201803P83005","1183113","626",4.4,0,0,5.2362233,"SM",140,38.095,-73.856667,NA,NA,NA,NA,NA,NA,NA,NA,3.71582388877869,66
2018-03-05,2018,3,64,"000201803P94016","640243","537",1.2,40.33,33.6083333333333,4.6456718,"SM",86,39.925278,-71.539444,12.1791741773486,11.804651029408,NA,NA,NA,NA,NA,NA,2.38995289802551,62
2018-02-26,2018,2,57,"000201803Q01009","614462","616",2.3,0,0,5.3149635,"SM",45,39.7,-72.488333,10.9237647727132,10.6090579032898,NA,NA,NA,NA,NA,NA,1.63560521602631,53
2018-02-27,2018,2,58,"000201803Q11010","557511","537",3.3,26.814,8.12545454545455,3.3858286,"SM",123,39.951667,-71.406667,8.27378156036139,9.28870511054993,NA,NA,NA,NA,NA,NA,3.26257228851318,62
2018-02-27,2018,2,58,"000201803Q11010","557511","616",3.2,57.77,18.053125,3.3858286,"SM",86,39.925,-71.566667,11.0643940642476,11.2287057191133,NA,NA,NA,NA,NA,NA,2.78077077865601,62
2018-02-27,2018,2,58,"000201803Q11010","557511","616",1.3,0,0,5.2362233,"SM",83,39.715,-72.026667,13.7912839204073,12.8298287987709,NA,NA,NA,NA,NA,NA,4.47087383270264,62
2018-02-27,2018,2,58,"000201803Q11010","557511","537",2.4,2.943,1.22625,5.2362233,"SM",99,39.885,-71.756667,13.236091196537,12.0021668225527,NA,NA,NA,NA,NA,NA,2.92081665992737,62
2018-02-27,2018,2,58,"000201803Q11010","557511","537",3.3,4.251,1.28818181818182,5.2362233,"SM",87,39.92,-71.603333,11.0314340740442,11.1073641255498,NA,NA,NA,NA,NA,NA,1.30126774311066,62
2018-02-27,2018,2,58,"000201803Q11010","557511","616",4,63.765,15.94125,5.2362233,"SM",92,39.965,-71.421667,12.9987792670727,11.3576159030199,NA,NA,NA,NA,NA,NA,3.46064949035645,62
2018-02-27,2018,2,58,"000201803Q11010","557511","616",3.7,16.35,4.41891891891892,3.3858286,"SM",89,39.923333,-71.571667,11.0314340740442,11.1073641255498,NA,NA,NA,NA,NA,NA,2.75861811637878,62
2018-02-27,2018,2,58,"000201803Q11010","557511","537",3.9,2.18,0.558974358974359,3.3858286,"SM",91,39.905,-71.7,12.2282479405403,10.8776207864285,NA,NA,NA,NA,NA,NA,3.13542151451111,62
2018-02-25,2018,2,56,"000201803Q27007","651594","622",4.4,0,0,4.4094512,"SM",70,38.425,-73.415,11.0768456161022,9.00695823132992,NA,NA,NA,NA,NA,NA,4.21732568740845,62
2018-02-25,2018,2,56,"000201803Q27007","651594","622",4.1,0,0,4.4094512,"SM",78,38.598333,-73.231667,11.5602588057518,10.2359996438026,NA,NA,NA,NA,NA,NA,4.147873878479,61
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.2,0,0,5.118113,"SM",69,38.771667,-73.085,11.2006286904216,11.7358012720942,NA,NA,NA,NA,NA,NA,3.3032705783844,61
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",2.7,0,0,5.118113,"SM",71,38.646667,-73.206667,12.3051545843482,10.4547563195229,NA,NA,NA,NA,NA,NA,1.21194291114807,64
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.1,3.27,1.05483870967742,5.118113,"SM",85,38.408333,-73.59,10.4366893619299,10.3834650814533,NA,NA,NA,NA,NA,NA,4.32511425018311,53
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",2.2,0,0,5.118113,"SM",80,38.256667,-73.666667,10.8981292247772,9.63441878557205,NA,NA,NA,NA,NA,NA,2.79062342643738,62
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.3,0,0,5.118113,"SM",76,38.151667,-73.751667,11.7748649641871,9.67738884687424,NA,NA,NA,NA,NA,NA,4.25020122528076,63
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",2.7,0,0,5.118113,"SM",65,38.27,-73.651667,10.8981292247772,9.60219123959541,NA,NA,NA,NA,NA,NA,2.15900182723999,61
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",1.9,0,0,5.118113,"SM",64,38.391667,-73.605,10.4205755889416,10.5023651942611,NA,NA,NA,NA,NA,NA,4.88463830947876,60
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",4,0,0,5.118113,"SM",70,38.421667,-73.411667,11.0768456161022,9.00695823132992,NA,NA,NA,NA,NA,NA,4.04548120498657,62
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.2,0,0,5.118113,"SM",70,38.541667,-73.275,11.4335459545255,10.0050355643034,NA,NA,NA,NA,NA,NA,1.37182664871216,63
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",4,0,0,5.118113,"SM",70,38.418333,-73.426667,11.0768456161022,9.00695823132992,NA,NA,NA,NA,NA,NA,4.51032400131226,62
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.6,0,0,5.118113,"SM",82,38.645,-73.255,12.2831812575459,11.635212264955,NA,NA,NA,NA,NA,NA,3.27590608596802,61
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.4,0,0,5.118113,"SM",63,38.44,-73.405,11.1420331522822,10.0353099256754,NA,NA,NA,NA,NA,NA,4.27783632278442,61
2018-02-24,2018,2,55,"000201803Q34007","1032704","622",3.9,0,0,5.118113,"SM",87,38.555,-73.258333,11.5602588057518,10.0738853216171,NA,NA,NA,NA,NA,NA,2.77067041397095,62
2018-02-25,2018,2,55,"000201803Q36006","930224","622",2.7,0,0,5.0393728,"SM",68,38.641667,-73.215,12.524155408144,12.0317087396979,NA,NA,NA,NA,NA,NA,2.98817086219788,61
2018-02-25,2018,2,55,"000201803Q36006","930224","622",3.2,0,0,5.0393728,"SM",74,38.403333,-73.603333,10.4366893619299,10.4842982366681,NA,NA,NA,NA,NA,NA,4.76238632202148,61
2018-02-25,2018,2,55,"000201803Q36006","930224","622",2.7,0,0,5.0393728,"SM",87,38.233333,-73.681667,10.8981292247772,10.5858638361096,NA,NA,NA,NA,NA,NA,3.80356383323669,61
2018-02-25,2018,2,55,"000201803Q36006","930224","622",3.4,0,0,5.0393728,"SM",73,38.411667,-73.416667,11.0768456161022,9.00695823132992,NA,NA,NA,NA,NA,NA,4.08588218688965,63
2018-02-25,2018,2,55,"000201803Q39008","521933","623",2.9,0,0,4.9212625,"SM",78,39.045,-72.786667,11.1867122501135,10.1066011637449,NA,NA,NA,NA,NA,NA,3.77746677398682,62
2018-02-25,2018,2,55,"000201803Q39008","521933","622",3,0,0,4.9212625,"SM",86,38.868333,-72.923333,7.50691245496273,10.0206610411406,NA,NA,NA,NA,NA,NA,3.90629839897156,63
2018-02-25,2018,2,55,"000201803Q39008","521933","622",3.5,0,0,4.9212625,"SM",82,38.551667,-73.266667,11.3170873224735,9.94692832231522,NA,NA,NA,NA,NA,NA,2.53360152244568,62
2018-02-25,2018,2,55,"000201803Q39008","521933","622",3.1,0,0,4.9212625,"SM",87,38.403333,-73.428333,10.898861669004,8.44370862096548,NA,NA,NA,NA,NA,NA,4.25711345672607,63
2018-02-25,2018,2,55,"000201803Q39008","521933","622",2.8,0,0,4.9212625,"SM",75,38.503333,-73.315,11.0497451797128,9.95376446843147,NA,NA,NA,NA,NA,NA,3.27231931686401,62
2018-02-25,2018,2,55,"000201803Q39008","521933","622",4.2,0,0,4.9212625,"SM",73,38.565,-73.258333,11.5602588057518,10.0738853216171,NA,NA,NA,NA,NA,NA,3.2567298412323,62
2018-04-13,2018,4,102,"000201804D23011","623578","525",0.9,0,0,3.2283482,"SM",94,40.238333,-68.373333,10.898861669004,9.53627125918865,NA,NA,NA,NA,NA,NA,2.62971234321594,61
